"gene","statistic","estimate","p_value","method"
"DONSON","676515.829299838","0.173776626547422","0.0234315041862166","Spearman's rank correlation rho"
"DSCAM","591417.980277634","0.224222336998336","0.0036825866774239","Spearman's rank correlation rho"
"DSCR10","669195.888873639","0.168122061466811","0.028893079848664","Spearman's rank correlation rho"
"DSCR4","654347.122831622","0.171968249260201","0.0258169885586736","Spearman's rank correlation rho"
"GABPA","673152.654287602","0.163203403252446","0.0339947552064574","Spearman's rank correlation rho"
"HMGN1","677559.428620718","0.172502087040605","0.0244840040345151","Spearman's rank correlation rho"
"IGSF5","573620.201761882","0.247568125398427","0.00130081340787575","Spearman's rank correlation rho"
"ITGB2","656378.30601003","0.169397925185095","0.0281532150975903","Spearman's rank correlation rho"
"KRTAP10-2","584379.321561458","0.260507739936705","0.000648589405342338","Spearman's rank correlation rho"
"LSS","617618.291297273","0.189854737888159","0.014287663461482","Spearman's rank correlation rho"
"MCM3AP","554041.024764765","0.232379247559085","0.00283616211473909","Spearman's rank correlation rho"
"MRAP","650368.775365811","0.162129129822355","0.0363220782617793","Spearman's rank correlation rho"
"NDUFV3","623377.835999513","0.225078519218943","0.00325939853908273","Spearman's rank correlation rho"
"NRIP1","585790.59947083","0.231603912257636","0.00267867674442915","Spearman's rank correlation rho"
"OLIG1","685469.091732832","0.162842078721024","0.0338613300637242","Spearman's rank correlation rho"
"PCNT","634413.573488482","0.167823948831604","0.0306741612285021","Spearman's rank correlation rho"
"PFKL","593002.845924154","0.262837693396457","0.000555549732205233","Spearman's rank correlation rho"
"PRMT2","570152.211718112","0.238436390727283","0.00204173399822559","Spearman's rank correlation rho"
"PSMG1","615003.759456189","0.235488340390595","0.00205551940424681","Spearman's rank correlation rho"
"PTTG1IP","611710.880664931","0.211932141742852","0.00596862657212637","Spearman's rank correlation rho"
"PWP2","610031.21672798","0.214096054799205","0.0054654350289164","Spearman's rank correlation rho"
"RRP1","667279.783430432","0.170503973658157","0.0266671269211828","Spearman's rank correlation rho"
"RSPH1","684868.41823712","0.163575676458839","0.0330555466970978","Spearman's rank correlation rho"
"SON","673644.745144234","0.177283058671804","0.0207344594493181","Spearman's rank correlation rho"
"TMPRSS2","585389.511779349","0.158342661922952","0.0448388781313078","Spearman's rank correlation rho"
"TRAPPC10","611406.057981624","0.226307244368038","0.00318037114731717","Spearman's rank correlation rho"
"TRPM2","594953.093155493","0.190683153788456","0.0144554503459216","Spearman's rank correlation rho"
"U2AF1","629165.715260163","0.231604942251008","0.00237436672122865","Spearman's rank correlation rho"
"UBE2G2","614742.919726978","0.208025962197407","0.00698258479422756","Spearman's rank correlation rho"
"URB1","645788.967234403","0.168029302108687","0.0299641104432958","Spearman's rank correlation rho"
"USP16","674497.284713368","0.161531892107095","0.0358938017440364","Spearman's rank correlation rho"
"USP25","610680.161275153","0.21326001876391","0.00565516296290767","Spearman's rank correlation rho"
"ADORA2A","604613.457609923","0.221075760342582","0.00409068832719286","Spearman's rank correlation rho"
"ADSL","602938.868897981","0.250486215382153","0.00102098910747243","Spearman's rank correlation rho"
"ANKRD54","657858.822164461","0.167524432751833","0.0299677737950423","Spearman's rank correlation rho"
"APOBEC3F","685021.121011214","0.163389181781725","0.033258834663654","Spearman's rank correlation rho"
"ARFGAP3","576813.531948931","0.256890437779006","0.000804496956608301","Spearman's rank correlation rho"
"ARHGAP8","485852.417366428","0.169874696098204","0.0364117683431432","Spearman's rank correlation rho"
"ASCC2","601538.582261817","0.238793863336113","0.0018255466619154","Spearman's rank correlation rho"
"ATF4","630571.126371504","0.229888524897254","0.00256334225550968","Spearman's rank correlation rho"
"ATXN10","646841.58326991","0.16667321561278","0.031334669185709","Spearman's rank correlation rho"
"BRD1","676756.047652316","0.158724022111884","0.03928554973555","Spearman's rank correlation rho"
"C22orf31","674803.756984743","0.161150916184249","0.0363389646393399","Spearman's rank correlation rho"
"CBX6","644633.128327683","0.212714714336523","0.00535371305177049","Spearman's rank correlation rho"
"CCDC116","649703.674027619","0.16298598067082","0.0353334217611054","Spearman's rank correlation rho"
"CCDC134","618665.503091359","0.217120910641069","0.00469860686106205","Spearman's rank correlation rho"
"CELSR1","510533.658719338","0.292658460772027","0.000150041198197269","Spearman's rank correlation rho"
"CERK","609820.299280277","0.200083557817189","0.0097490202040312","Spearman's rank correlation rho"
"CHEK2","650543.652061827","0.191308671794258","0.0127164834154243","Spearman's rank correlation rho"
"CHKB","609080.08299525","0.229250607413344","0.00279748760227059","Spearman's rank correlation rho"
"CLTCL1","666846.843849198","0.15615070301173","0.0432539394064443","Spearman's rank correlation rho"
"CSDC2","691860.416212757","0.155036405233533","0.0435146293776106","Spearman's rank correlation rho"
"CYP2D6","680395.478645662","0.169038441819893","0.0275515512977513","Spearman's rank correlation rho"
"DRG1","584456.429629989","0.247044083566959","0.00128830859704083","Spearman's rank correlation rho"
"EIF3D","570538.246661784","0.278022678233832","0.000263377928102958","Spearman's rank correlation rho"
"EIF3L","650229.889977602","0.162308056033885","0.0361137208039287","Spearman's rank correlation rho"
"EIF4ENIF1","612513.098328594","0.210898643768494","0.00622323802176833","Spearman's rank correlation rho"
"ELFN2","4829208.64120931","0.148084880666594","0.00758598519757431","Spearman's rank correlation rho"
"EMID1","577074.279291688","0.269751773766472","0.000406144579781529","Spearman's rank correlation rho"
"ENTHD1","665029.445426958","0.17330137060942","0.0242418339338758","Spearman's rank correlation rho"
"EP300","639154.222326434","0.161605521933438","0.0375162584407461","Spearman's rank correlation rho"
"FAM83F","604628.644971875","0.206893579799601","0.00748417389271855","Spearman's rank correlation rho"
"FBXO7","620979.144479301","0.214193154925187","0.00530403002727303","Spearman's rank correlation rho"
"FOXRED2","651424.432092511","0.190213773441759","0.013246029815702","Spearman's rank correlation rho"
"GAB4","636348.588074006","0.180191353857681","0.019795460624973","Spearman's rank correlation rho"
"GCAT","639270.706432585","0.176426785285816","0.0225642693475551","Spearman's rank correlation rho"
"GGA1","626099.299696479","0.207713946962611","0.00689836345132455","Spearman's rank correlation rho"
"GGT5","635279.91195103","0.181568130583458","0.0188589550594569","Spearman's rank correlation rho"
"GRAMD4","547841.608235015","0.281382547192561","0.000240235975880693","Spearman's rank correlation rho"
"GTPBP1","654712.684653872","0.171505655653353","0.0262247555347015","Spearman's rank correlation rho"
"HDAC10","672856.018563432","0.163572151355686","0.0335874712395926","Spearman's rank correlation rho"
"HIC2","609152.698560804","0.200959266272532","0.00942736589626106","Spearman's rank correlation rho"
"HIRA","666840.843841606","0.156158295612993","0.0432436451901316","Spearman's rank correlation rho"
"HPS4","646320.658473958","0.196558278462088","0.010427236977228","Spearman's rank correlation rho"
"IL2RB","681297.732838209","0.167936525988228","0.0285939121738921","Spearman's rank correlation rho"
"L3MBTL2","586285.459478958","0.230954792086419","0.00275579765372881","Spearman's rank correlation rho"
"LIMK2","640838.77343866","0.174406642688814","0.0241831239491554","Spearman's rank correlation rho"
"MAPK12","634916.820659677","0.19655597428177","0.010661688981014","Spearman's rank correlation rho"
"MB","593264.568210935","0.221800121713723","0.00407932694444493","Spearman's rank correlation rho"
"MCAT","629422.062848718","0.217564936044058","0.00449059135910499","Spearman's rank correlation rho"
"MCHR1","619901.628599872","0.229399795385769","0.00269821663367255","Spearman's rank correlation rho"
"MFNG","635510.27002109","0.209996680894673","0.00613793665528705","Spearman's rank correlation rho"
"MICALL1","624173.268011812","0.210151208978731","0.00625443480949029","Spearman's rank correlation rho"
"MN1","602584.844230909","0.237469890020159","0.00193886430425713","Spearman's rank correlation rho"
"MORC2","641910.798989162","0.173025550891553","0.0253464369924981","Spearman's rank correlation rho"
"MTMR3","609616.029280268","0.21463094128404","0.00534705572713279","Spearman's rank correlation rho"
"NCAPH2","682505.166322065","0.151577288148196","0.0491529830487913","Spearman's rank correlation rho"
"NCF4","653127.8592243","0.158574598791702","0.0406764321241158","Spearman's rank correlation rho"
"OSBP2","619618.536185083","0.187230966957542","0.0157147277698946","Spearman's rank correlation rho"
"OSM","666364.824598332","0.171641359705718","0.0256570678204569","Spearman's rank correlation rho"
"PARVG","626826.155545294","0.177776553514709","0.0219364109286084","Spearman's rank correlation rho"
"PATZ1","666041.09231492","0.157170326740956","0.0418897521761646","Spearman's rank correlation rho"
"PES1","640312.489988658","0.189728121961498","0.013769819400102","Spearman's rank correlation rho"
"PICK1","634795.442754559","0.196709569760025","0.0105995349617811","Spearman's rank correlation rho"
"PIM3","694551.089494819","0.151750307466589","0.0482182656163215","Spearman's rank correlation rho"
"PISD","574396.693758183","0.232766951943228","0.00262409325112435","Spearman's rank correlation rho"
"PITPNB","643101.490161313","0.200560029136651","0.00893449623082368","Spearman's rank correlation rho"
"POLDIP3","488790.104144534","0.16485537738685","0.0423968115613298","Spearman's rank correlation rho"
"POTEH","594332.349430777","0.161212161788784","0.0404198936399043","Spearman's rank correlation rho"
"PPARA","583519.013975707","0.248251757274126","0.00121721330633202","Spearman's rank correlation rho"
"PPM1F","571488.526696471","0.236651448325714","0.00221097267794243","Spearman's rank correlation rho"
"PRAME","585442.063488938","0.232061095567108","0.0026255381531492","Spearman's rank correlation rho"
"PRR5","470982.437405006","0.26974485483505","0.000634460682266028","Spearman's rank correlation rho"
"PRR5-ARHGAP8","424032.713385951","0.27549957048307","0.000591954659974659","Spearman's rank correlation rho"
"RASD2","689919.0285826","0.157407406424485","0.0403647249034327","Spearman's rank correlation rho"
"RBX1","667734.970479556","0.184500619220015","0.0160155891260814","Spearman's rank correlation rho"
"RGL4","577517.104053893","0.255984024995758","0.000840782959085074","Spearman's rank correlation rho"
"RHBDD3","670334.826770968","0.181325435517653","0.0179619133559816","Spearman's rank correlation rho"
"RNF215","652431.049727305","0.159472299299029","0.0395373209223594","Spearman's rank correlation rho"
"RPL3","627636.081564328","0.233473071654023","0.00218312710687893","Spearman's rank correlation rho"
"RRP7A","634191.655072585","0.168115044732985","0.0303817677724086","Spearman's rank correlation rho"
"SEC14L2","665607.08215441","0.157719537061452","0.0411700223476965","Spearman's rank correlation rho"
"SERHL","543238.248416984","0.218946617757959","0.00526407547585074","Spearman's rank correlation rho"
"SGSM3","479093.016938658","0.27118512572482","0.000567914436192688","Spearman's rank correlation rho"
"SH3BP1","634581.43923404","0.196980376650705","0.0104907276365711","Spearman's rank correlation rho"
"SNRPD3","661930.87414566","0.17715320701897","0.0212139540750793","Spearman's rank correlation rho"
"TAB1","593745.891788132","0.248654982779835","0.00115374753256506","Spearman's rank correlation rho"
"TCF20","556990.074764218","0.213913728296903","0.00627019153322716","Spearman's rank correlation rho"
"TIMP3","611486.43779318","0.197898042521948","0.0105944102765222","Spearman's rank correlation rho"
"TMEM184B","614824.504930443","0.207920855882328","0.0070118680724874","Spearman's rank correlation rho"
"TRIOBP","631159.570586829","0.186876371284759","0.0155984235539977","Spearman's rank correlation rho"
"TRMU","620907.634861777","0.170641366091714","0.0284255743504593","Spearman's rank correlation rho"
"TTC38","628948.367122566","0.204108646035191","0.00795920236454207","Spearman's rank correlation rho"
